연월,보험사,상품카테고리,연령대,성별,가입건수,청구건수,경과보험료_원,청구금액_원,손해율(%)
2024-01,한빛생명,어린이,30대,여성,3926,786,283728094,112357224,39.6
2024-01,한빛생명,어린이,40대,남성,3053,613,137598710,92283406,67.1
2024-01,한빛생명,어린이,40대,여성,1408,237,74605696,45804742,61.4
2024-01,한빛생명,어린이,50대,남성,3796,731,123597760,80915841,65.5
2024-01,한빛생명,어린이,50대,여성,3977,297,110321980,78337577,71.0
2024-01,한빛생명,어린이,60대이상,남성,458,70,29627104,11550934,39.0
2024-01,한빛생명,어린이,60대이상,여성,1515,81,126470685,87747955,69.4
2024-02,한빛생명,어린이,20대,남성,2236,242,94763916,56630000,59.8
2024-02,한빛생명,어린이,20대,여성,3538,605,218765154,132631231,60.6
2024-02,한빛생명,어린이,30대,남성,1798,90,76364656,54131874,70.9
2024-02,한빛생명,어린이,30대,여성,4373,557,171351632,65704809,38.3
2024-02,한빛생명,어린이,40대,남성,2308,234,206397516,98685858,47.8
2024-02,한빛생명,어린이,40대,여성,2604,356,159169500,93355774,58.7
2024-02,한빛생명,어린이,50대,남성,4224,341,113731200,44650768,39.3
2024-02,한빛생명,어린이,50대,여성,462,76,37068570,26995903,72.8
2024-02,한빛생명,어린이,60대이상,남성,3714,435,211917126,118812808,56.1
2024-02,한빛생명,어린이,60대이상,여성,1524,90,130369056,49010824,37.6
2024-03,한빛생명,어린이,20대,남성,3018,271,235606206,151160500,64.2
2024-03,한빛생명,어린이,20대,여성,1318,150,61053714,24366877,39.9
2024-03,한빛생명,어린이,30대,남성,3164,252,268183804,112337321,41.9
2024-03,한빛생명,어린이,30대,여성,2027,394,102902682,52086726,50.6
2024-03,한빛생명,어린이,40대,남성,1538,292,43892982,25981033,59.2
2024-03,한빛생명,어린이,40대,여성,3974,449,238757920,139314255,58.3
2024-03,한빛생명,어린이,50대,남성,2935,555,87815200,57854770,65.9
2024-03,한빛생명,어린이,50대,여성,4212,781,127370880,47292424,37.1
2024-03,한빛생명,어린이,60대이상,남성,1083,153,65798748,42402781,64.4
2024-03,한빛생명,어린이,60대이상,여성,1949,364,62249111,39891725,64.1
2024-04,한빛생명,어린이,20대,남성,1635,248,89341305,52202546,58.4
2024-04,한빛생명,어린이,20대,여성,1630,307,112921510,60265090,53.4
2024-04,한빛생명,어린이,30대,남성,2036,204,176948760,68845630,38.9
2024-04,한빛생명,어린이,30대,여성,1687,163,49019159,29790942,60.8
2024-04,한빛생명,어린이,40대,남성,3858,683,316166958,127185722,40.2
2024-04,한빛생명,어린이,40대,여성,1480,193,111913160,70104418,62.6
2024-04,한빛생명,어린이,50대,남성,4336,554,374175120,263846365,70.5
2024-04,한빛생명,어린이,50대,여성,885,180,68705205,49477962,72.0
2024-04,한빛생명,어린이,60대이상,남성,3550,543,169810700,78610918,46.3
2024-04,한빛생명,어린이,60대이상,여성,1822,192,73450286,47073024,64.1
2024-05,한빛생명,어린이,20대,남성,1636,341,116013668,66293879,57.1
2024-05,한빛생명,어린이,20대,여성,1733,158,95886890,67204521,70.1
2024-05,한빛생명,어린이,30대,남성,3063,552,84113043,56930111,67.7
2024-05,한빛생명,어린이,30대,여성,1579,127,70764464,50377337,71.2
2024-05,한빛생명,어린이,40대,남성,1483,110,62541076,44087054,70.5
2024-05,한빛생명,어린이,40대,여성,2843,281,226797482,114995509,50.7
2024-05,한빛생명,어린이,50대,남성,968,154,27740944,15350900,55.3
2024-05,한빛생명,어린이,50대,여성,1939,130,130576138,54919400,42.1
2024-05,한빛생명,어린이,60대이상,남성,2970,649,191535300,105522423,55.1
2024-05,한빛생명,어린이,60대이상,여성,3891,386,119251368,49482830,41.5
2024-06,한빛생명,어린이,20대,남성,3303,687,194279157,89202111,45.9
2024-06,한빛생명,어린이,20대,여성,1841,368,128404227,72979093,56.8
2024-06,한빛생명,어린이,30대,남성,1837,105,89118381,63162151,70.9
2024-06,한빛생명,어린이,30대,여성,516,81,16300440,6983292,42.8
2024-06,한빛생명,어린이,40대,남성,3844,743,114239836,43614035,38.2
2024-06,한빛생명,어린이,40대,여성,2682,410,187514712,70763838,37.7
2024-06,한빛생명,어린이,50대,남성,3265,325,238031560,153388837,64.4
2024-06,한빛생명,어린이,50대,여성,3738,666,137154696,62001901,45.2
2024-06,한빛생명,어린이,60대이상,남성,2995,466,235883205,139762519,59.3
2024-06,한빛생명,어린이,60대이상,여성,684,108,49527072,28972489,58.5
2024-07,한빛생명,어린이,20대,남성,1524,170,110925864,42013500,37.9
2024-07,한빛생명,어린이,20대,여성,3918,595,231722274,112353051,48.5
2024-07,한빛생명,어린이,30대,남성,1586,102,66775358,45566565,68.2
2024-07,한빛생명,어린이,30대,여성,531,91,21806577,22803688,104.6
2024-07,한빛생명,어린이,40대,남성,2216,280,186203832,120338871,64.6
2024-07,한빛생명,어린이,40대,여성,763,70,39605041,20832819,52.6
2024-07,한빛생명,어린이,50대,남성,4093,225,262701019,196548477,74.8
2024-07,한빛생명,어린이,50대,여성,4027,366,204861544,115015055,56.1
2024-07,한빛생명,어린이,60대이상,남성,3428,524,128340892,98240301,76.5
2024-07,한빛생명,어린이,60대이상,여성,4142,710,228141360,137488074,60.3
2024-08,한빛생명,어린이,20대,남성,2159,395,71413243,30787792,43.1
2024-08,한빛생명,어린이,20대,여성,3774,378,297266658,173415652,58.3
2024-08,한빛생명,어린이,30대,남성,2919,496,255850350,145418147,56.8
2024-08,한빛생명,어린이,30대,여성,2784,315,206837280,154385446,74.6
2024-08,한빛생명,어린이,40대,남성,3049,351,248959997,164297445,66.0
2024-08,한빛생명,어린이,40대,여성,4450,793,159968600,65151869,40.7
2024-08,한빛생명,어린이,50대,남성,1892,206,138851988,96072416,69.2
2024-08,한빛생명,어린이,50대,여성,1456,252,100302384,50809982,50.7
2024-08,한빛생명,어린이,60대이상,남성,3234,517,87505572,58192851,66.5
2024-08,한빛생명,어린이,60대이상,여성,3088,626,227181072,100094390,44.1
2024-09,한빛생명,어린이,20대,남성,3037,223,105866783,62110032,58.7
2024-09,한빛생명,어린이,20대,여성,737,64,60529073,26218573,43.3
2024-09,한빛생명,어린이,30대,남성,403,81,19044974,11796000,61.9
2024-09,한빛생명,어린이,30대,여성,861,119,35285502,21923468,62.1
2024-09,한빛생명,어린이,40대,남성,1560,271,115138920,61209958,53.2
2024-09,한빛생명,어린이,40대,여성,3315,237,102307530,51062623,49.9
2024-09,한빛생명,어린이,50대,남성,491,64,37757900,21919440,58.1
2024-09,한빛생명,어린이,50대,여성,1706,199,96907624,36308161,37.5
2024-09,한빛생명,어린이,60대이상,남성,3758,472,177914994,111941565,62.9
2024-09,한빛생명,어린이,60대이상,여성,2572,563,75081824,35794599,47.7
2024-10,한빛생명,어린이,20대,남성,2712,289,201268368,128624600,63.9
2024-10,한빛생명,어린이,20대,여성,2569,481,130279128,48745385,37.4
2024-10,한빛생명,어린이,30대,남성,4142,903,337332764,178816190,53.0
2024-10,한빛생명,어린이,30대,여성,2264,396,118441160,60898204,51.4
2024-10,한빛생명,어린이,40대,남성,1011,97,33104184,20966860,63.3
2024-10,한빛생명,어린이,40대,여성,1551,98,107242344,59093093,55.1
2024-10,한빛생명,어린이,50대,남성,2223,205,141429483,55139257,39.0
2024-10,한빛생명,어린이,50대,여성,3106,322,88390548,67498459,76.4
2024-10,한빛생명,어린이,60대이상,남성,2398,410,198707872,125257355,63.0
2024-10,한빛생명,어린이,60대이상,여성,3327,608,105043371,74398353,70.8
2024-11,한빛생명,어린이,20대,남성,2100,280,151414200,96782364,63.9
2024-11,한빛생명,어린이,20대,여성,4337,549,177457029,99225734,55.9
2024-11,한빛생명,어린이,30대,남성,2450,129,193099200,91119668,47.2
2024-11,한빛생명,어린이,30대,여성,503,56,16293679,10164180,62.4
2024-11,한빛생명,어린이,40대,남성,1082,234,97113828,60513559,62.3
2024-11,한빛생명,어린이,40대,여성,3714,333,186992472,90974995,48.7
2024-11,한빛생명,어린이,50대,남성,3802,714,265691364,132985249,50.1
2024-11,한빛생명,어린이,50대,여성,541,100,38024726,19127117,50.3
2024-11,한빛생명,어린이,60대이상,남성,1745,217,117829380,56331422,47.8
2024-11,한빛생명,어린이,60대이상,여성,2734,387,204762930,104723708,51.1
2024-12,한빛생명,어린이,20대,남성,2989,637,115886519,74410809,64.2
2024-12,한빛생명,어린이,20대,여성,1599,102,54023814,41533882,76.9
2024-12,한빛생명,어린이,30대,남성,651,36,56825139,41340058,72.7
2024-12,한빛생명,어린이,30대,여성,3958,826,159475736,113447499,71.1
2024-12,한빛생명,어린이,40대,남성,742,45,55597318,31106445,55.9
2024-12,한빛생명,어린이,40대,여성,1621,99,126908090,127219255,100.2
2024-12,한빛생명,어린이,50대,남성,4200,737,341376000,198814660,58.2
2024-12,한빛생명,어린이,50대,여성,2293,314,138398601,74048358,53.5
2024-12,한빛생명,어린이,60대이상,남성,3159,180,135776979,63979850,47.1
2024-12,한빛생명,어린이,60대이상,여성,2592,522,180981216,124270803,68.7
2025-01,한빛생명,어린이,20대,남성,1033,138,49166668,19749214,40.2
2025-01,한빛생명,어린이,20대,여성,1024,117,59494400,23761068,39.9
2025-01,한빛생명,어린이,30대,남성,3928,563,303269096,123424651,40.7
2025-01,한빛생명,어린이,30대,여성,2920,437,179346400,122590936,68.4
2025-01,한빛생명,어린이,40대,남성,3638,284,220830238,111146555,50.3
2025-01,한빛생명,어린이,40대,여성,4385,279,180030560,69280958,38.5
2025-01,한빛생명,어린이,50대,남성,421,88,19933929,11434535,57.4
2025-01,한빛생명,어린이,50대,여성,1966,346,132708932,95026002,71.6
2025-01,한빛생명,어린이,60대이상,남성,3065,524,259580980,161529395,62.2
2025-01,한빛생명,어린이,60대이상,여성,1259,236,105727043,70457392,66.6
2025-02,한빛생명,어린이,20대,남성,1648,187,101867824,61902880,60.8
2025-02,한빛생명,어린이,20대,여성,4167,285,302445027,216842066,71.7
2025-02,한빛생명,어린이,30대,남성,1863,238,151176861,114685817,75.9
2025-02,한빛생명,어린이,30대,여성,4081,494,131489820,95523345,72.6
2025-02,한빛생명,어린이,40대,남성,1614,90,102847308,78502031,76.3
2025-02,한빛생명,어린이,40대,여성,871,142,74545406,41322733,55.4
2025-02,한빛생명,어린이,50대,남성,2767,558,115422638,65357845,56.6
2025-02,한빛생명,어린이,50대,여성,2347,196,183493154,106671273,58.1
2025-02,한빛생명,어린이,60대이상,남성,2554,514,117611700,78246745,66.5
2025-02,한빛생명,어린이,60대이상,여성,3155,338,99783185,71982915,72.1
2025-03,한빛생명,어린이,20대,남성,2855,161,77304835,44725381,57.9
2025-03,한빛생명,어린이,20대,여성,1606,226,75750202,56557930,74.7
2025-03,한빛생명,어린이,30대,남성,3900,738,172029000,98780848,57.4
2025-03,한빛생명,어린이,30대,여성,3829,699,325771320,231419253,71.0
2025-03,한빛생명,어린이,40대,남성,924,82,60290076,43012297,71.3
2025-03,한빛생명,어린이,40대,여성,432,86,36215424,13753929,38.0
2025-03,한빛생명,어린이,50대,남성,3566,243,232574520,99540358,42.8
2025-03,한빛생명,어린이,50대,여성,1984,276,88629248,43485884,49.1
2025-03,한빛생명,어린이,60대이상,남성,3549,510,254456202,102899398,40.4
2025-03,한빛생명,어린이,60대이상,여성,2561,318,100475713,37423689,37.2
2025-04,한빛생명,어린이,20대,남성,3968,226,326348160,248550456,76.2
2025-04,한빛생명,어린이,20대,여성,957,198,82630251,59441531,71.9
2025-04,한빛생명,어린이,30대,남성,3620,416,292105040,154491157,52.9
2025-04,한빛생명,어린이,30대,여성,3268,394,290270296,175518438,60.5
2025-04,한빛생명,어린이,40대,남성,1358,169,85503754,33462422,39.1
2025-04,한빛생명,어린이,40대,여성,3734,352,168687184,126712192,75.1
2025-04,한빛생명,어린이,50대,남성,461,69,15695206,7968225,50.8
2025-04,한빛생명,어린이,50대,여성,4175,542,240751375,183238151,76.1
2025-04,한빛생명,어린이,60대이상,남성,2875,612,113542375,42044898,37.0
2025-04,한빛생명,어린이,60대이상,여성,4078,550,195022194,108928528,55.9
2025-05,한빛생명,어린이,20대,남성,2867,364,255527109,179970818,70.4
2025-05,한빛생명,어린이,20대,여성,2739,145,220314204,165928153,75.3
2025-05,한빛생명,어린이,30대,남성,3896,366,195641536,94167717,48.1
2025-05,한빛생명,어린이,30대,여성,4417,730,247656773,103619477,41.8
2025-05,한빛생명,어린이,40대,남성,1503,152,96351318,48258471,50.1
2025-05,한빛생명,어린이,40대,여성,3447,548,122344371,51320499,41.9
2025-05,한빛생명,어린이,50대,남성,2715,311,236786010,131337174,55.5
2025-05,한빛생명,어린이,50대,여성,993,183,38617770,24375056,63.1
2025-05,한빛생명,어린이,60대이상,남성,482,79,23817548,13009433,54.6
2025-05,한빛생명,어린이,60대이상,여성,1895,269,68746810,37357332,54.3
2025-06,한빛생명,어린이,20대,남성,1471,296,85438622,52367868,61.3
2025-06,한빛생명,어린이,20대,여성,3522,737,190335924,94677513,49.7
2025-06,한빛생명,어린이,30대,남성,3928,724,217108416,157419596,72.5
2025-06,한빛생명,어린이,30대,여성,1277,257,73845079,39528143,53.5
2025-06,한빛생명,어린이,40대,남성,3161,689,117946393,46232326,39.2
2025-06,한빛생명,어린이,40대,여성,2559,220,102423975,69680184,68.0
2025-06,한빛생명,어린이,50대,남성,1391,178,80200887,42884432,53.5
2025-06,한빛생명,어린이,50대,여성,2941,588,149679254,68533016,45.8
2025-06,한빛생명,어린이,60대이상,남성,4029,410,127247907,89942479,70.7
2025-06,한빛생명,어린이,60대이상,여성,1787,370,70413161,40390660,57.4
2025-07,한빛생명,어린이,20대,남성,1792,378,88650240,63627551,71.8
2025-07,한빛생명,어린이,20대,여성,3969,232,240624594,133928654,55.7
2025-07,한빛생명,어린이,30대,남성,729,104,48701574,35767237,73.4
2025-07,한빛생명,어린이,30대,여성,3902,468,138419548,89721669,64.8
2025-07,한빛생명,어린이,40대,남성,4276,866,146204992,82524703,56.4
2025-07,한빛생명,어린이,40대,여성,4054,595,194283896,93271151,48.0
2025-07,한빛생명,어린이,50대,남성,3169,168,86149265,65057019,75.5
2025-07,한빛생명,어린이,50대,여성,3852,809,236431908,151211253,64.0
2025-07,한빛생명,어린이,60대이상,남성,3967,209,171783001,79668790,46.4
2025-07,한빛생명,어린이,60대이상,여성,899,116,55716424,36908026,66.2
2025-08,한빛생명,어린이,20대,남성,3264,713,97805760,49793591,50.9
2025-08,한빛생명,어린이,20대,여성,2799,318,178732944,108861006,60.9
2025-08,한빛생명,어린이,30대,남성,3316,603,129327316,68660836,53.1
2025-08,한빛생명,어린이,30대,여성,3590,330,223157990,142738238,64.0
2025-08,한빛생명,어린이,40대,남성,2867,450,109811834,74444628,67.8
2025-08,한빛생명,어린이,40대,여성,1048,85,31988104,17322689,54.2
2025-08,한빛생명,어린이,50대,남성,2823,145,96145734,63481489,66.0
2025-08,한빛생명,어린이,50대,여성,3291,276,219216801,91793251,41.9
2025-08,한빛생명,어린이,60대이상,남성,1621,338,44316519,32361605,73.0
2025-08,한빛생명,어린이,60대이상,여성,781,73,36578135,14157778,38.7
2025-09,한빛생명,어린이,20대,남성,1970,430,84252960,47901032,56.9
2025-09,한빛생명,어린이,20대,여성,3140,232,228865180,92866821,40.6
2025-09,한빛생명,어린이,30대,남성,944,119,61510096,29003637,47.2
2025-09,한빛생명,어린이,30대,여성,692,140,24098208,8971471,37.2
2025-09,한빛생명,어린이,40대,남성,2124,231,150470532,94616491,62.9
2025-09,한빛생명,어린이,40대,여성,4222,457,196829640,118962848,60.4
2025-09,한빛생명,어린이,50대,남성,2448,501,95787792,64017613,66.8
2025-09,한빛생명,어린이,50대,여성,3321,361,277775082,160162384,57.7
2025-09,한빛생명,어린이,60대이상,남성,3415,650,154262380,74137749,48.1
