customer_id,age,gender,occupation,family_structure,income_band,residence_region,driver_status,persona_cluster,child_count,homeowner_flag,priority_need_1,priority_need_2,needs_tags
C00190,57,여성,자영업,외벌이자녀2,500-800만원,대전,자가운전,자영업중장년,2,N,사망보장,뇌혈관,자녀상해|해외여행|어린이성장|치과
C00191,73,남성,의료진,1인가구,800-1200만원,강원,비운전,안정형시니어,0,Y,자녀상해,노후연금,입원비|심혈관|어린이성장|자녀상해
C00192,69,남성,은퇴자,맞벌이자녀2,300만원 이하,광주,자가운전,사회초년생,2,Y,해외여행,입원비,노후연금|해외여행|수술비|자녀상해
C00193,72,남성,공무원,맞벌이자녀1,800-1200만원,제주,자가운전,골드에이지,1,N,노후연금,재산보장,심혈관|해외여행|어린이성장
C00194,57,남성,전문직,1인가구,500-800만원,인천,자가운전,맞벌이자녀가구,0,Y,노후연금,수술비,뇌혈관|암진단
C00195,32,남성,공무원,외벌이자녀2,800-1200만원,대전,비운전,안정형시니어,2,Y,재산보장,입원비,치과|자차손해|사망보장|암진단
C00196,30,여성,주부,신혼부부,800-1200만원,제주,자가운전,골드에이지,0,Y,자차손해,자녀상해,자차손해|노후연금|입원비|뇌혈관
C00197,34,남성,은퇴자,1인가구,1200만원 이상,제주,자가운전,안정형시니어,0,Y,암진단,치과,뇌혈관|입원비|자녀상해
C00198,32,남성,의료진,신혼부부,300만원 이하,인천,자가운전,사회초년생,0,N,해외여행,심혈관,자차손해|수술비|심혈관|해외여행
C00199,31,여성,프리랜서,외벌이자녀2,500-800만원,경기 북부,비운전,자영업중장년,2,Y,심혈관,입원비,해외여행|사망보장
C00200,23,여성,전문직,3세대가구,800-1200만원,경기 남부,비운전,1인가구청년,3,Y,뇌혈관,자동차배상,해외여행|재산보장|입원비
C00201,71,남성,주부,1인가구,300-500만원,인천,자가운전,골드에이지,0,Y,자동차배상,뇌혈관,수술비|심혈관|재산보장|사망보장
C00202,45,여성,IT개발자,신혼부부,1200만원 이상,서울 강북,비운전,1인가구청년,0,N,뇌혈관,재산보장,자동차배상|암진단
C00203,22,여성,주부,맞벌이자녀2,1200만원 이상,강원,자가운전,안정형시니어,2,N,입원비,수술비,재산보장|어린이성장
C00204,67,남성,IT개발자,맞벌이자녀2,300-500만원,부산,자가운전,맞벌이자녀가구,2,N,암진단,뇌혈관,입원비|자차손해|사망보장
C00205,22,남성,자영업,맞벌이자녀1,300만원 이하,경기 남부,자가운전,골드에이지,1,Y,어린이성장,수술비,사망보장|자동차배상|암진단|자녀상해
C00206,47,남성,공무원,맞벌이자녀1,1200만원 이상,경기 북부,자가운전,사회초년생,1,Y,자차손해,자녀상해,노후연금|자차손해|자녀상해
C00207,70,여성,IT개발자,맞벌이자녀2,300-500만원,대전,자가운전,자영업중장년,2,N,사망보장,해외여행,해외여행|재산보장
C00208,69,여성,사무직,1인가구,1200만원 이상,대구,자가운전,1인가구청년,0,Y,입원비,사망보장,암진단|재산보장|입원비
C00209,64,남성,교사,편부모가정,300만원 이하,경기 북부,자가운전,골드에이지,2,N,재산보장,노후연금,입원비|암진단|해외여행|어린이성장
C00210,29,여성,공무원,3세대가구,300-500만원,부산,자가운전,1인가구청년,3,N,자차손해,암진단,어린이성장|재산보장|노후연금
C00211,39,남성,IT개발자,편부모가정,1200만원 이상,광주,자가운전,1인가구청년,1,Y,자동차배상,입원비,해외여행|재산보장
C00212,33,여성,학생,1인가구,800-1200만원,경기 북부,자가운전,1인가구청년,0,N,암진단,심혈관,자녀상해|심혈관|뇌혈관
C00213,41,남성,의료진,3세대가구,500-800만원,대전,비운전,맞벌이자녀가구,3,N,치과,노후연금,치과|자차손해|노후연금|뇌혈관
C00214,68,여성,IT개발자,맞벌이자녀2,1200만원 이상,제주,자가운전,사회초년생,2,Y,뇌혈관,입원비,뇌혈관|자동차배상|노후연금
C00215,30,남성,학생,외벌이자녀2,300만원 이하,서울 강남,자가운전,사회초년생,2,Y,심혈관,치과,자녀상해|어린이성장|심혈관|수술비
C00216,62,여성,사무직,외벌이자녀2,1200만원 이상,강원,자가운전,골드에이지,2,Y,재산보장,자동차배상,입원비|자차손해|치과
C00217,65,남성,생산직,신혼부부,800-1200만원,서울 강북,자가운전,안정형시니어,0,N,자동차배상,암진단,어린이성장|뇌혈관|해외여행|수술비
C00218,53,여성,학생,1인가구,800-1200만원,경기 남부,자가운전,안정형시니어,0,N,심혈관,수술비,자동차배상|수술비|사망보장
C00219,60,여성,주부,1인가구,300만원 이하,경기 북부,자가운전,1인가구청년,0,Y,어린이성장,사망보장,해외여행|노후연금|암진단|자녀상해
C00220,33,남성,전문직,편부모가정,500-800만원,인천,비운전,골드에이지,1,Y,재산보장,해외여행,자차손해|재산보장|뇌혈관
C00221,54,남성,사무직,편부모가정,300-500만원,인천,자가운전,안정형시니어,1,N,입원비,노후연금,뇌혈관|자차손해|어린이성장
C00222,45,남성,교사,1인가구,500-800만원,경기 남부,자가운전,골드에이지,0,Y,자동차배상,심혈관,자동차배상|수술비|자녀상해|자차손해
C00223,40,남성,주부,외벌이자녀2,300-500만원,인천,자가운전,사회초년생,2,Y,자차손해,재산보장,자동차배상|입원비|수술비|치과
C00224,25,남성,주부,맞벌이자녀2,500-800만원,강원,비운전,골드에이지,2,Y,입원비,재산보장,노후연금|치과
C00225,62,여성,사무직,맞벌이자녀2,300-500만원,제주,자가운전,1인가구청년,2,Y,뇌혈관,해외여행,수술비|치과|노후연금
C00226,37,남성,자영업,맞벌이자녀1,800-1200만원,울산,자가운전,안정형시니어,1,Y,어린이성장,자차손해,해외여행|뇌혈관|심혈관|재산보장
C00227,65,남성,은퇴자,신혼부부,300만원 이하,울산,비운전,사회초년생,0,N,사망보장,자차손해,사망보장|수술비
C00228,73,남성,전문직,맞벌이자녀1,300-500만원,서울 강북,자가운전,골드에이지,1,N,자차손해,자녀상해,심혈관|자차손해|수술비|사망보장
C00229,41,여성,학생,맞벌이자녀1,500-800만원,대구,자가운전,1인가구청년,1,Y,노후연금,어린이성장,뇌혈관|어린이성장
C00230,46,남성,교사,맞벌이자녀1,1200만원 이상,광주,자가운전,골드에이지,1,Y,어린이성장,재산보장,자동차배상|암진단|사망보장|입원비
C00231,48,남성,학생,편부모가정,1200만원 이상,광주,자가운전,맞벌이자녀가구,2,Y,사망보장,노후연금,치과|자차손해|자동차배상|노후연금
C00232,67,여성,전문직,편부모가정,1200만원 이상,서울 강북,자가운전,골드에이지,1,N,심혈관,재산보장,자동차배상|재산보장|노후연금
C00233,69,남성,전문직,맞벌이자녀1,500-800만원,부산,비운전,맞벌이자녀가구,1,N,해외여행,수술비,사망보장|자동차배상
C00234,44,남성,프리랜서,편부모가정,500-800만원,서울 강남,자가운전,맞벌이자녀가구,2,Y,입원비,사망보장,자녀상해|재산보장
C00235,60,남성,학생,1인가구,800-1200만원,광주,자가운전,골드에이지,0,Y,자차손해,자동차배상,노후연금|사망보장|자녀상해
C00236,33,여성,자영업,외벌이자녀2,1200만원 이상,대전,자가운전,1인가구청년,2,N,자동차배상,암진단,자동차배상|뇌혈관|해외여행|수술비
C00237,51,여성,의료진,외벌이자녀2,300-500만원,부산,자가운전,안정형시니어,2,Y,뇌혈관,자동차배상,노후연금|사망보장
C00238,41,여성,의료진,편부모가정,300-500만원,서울 강북,자가운전,골드에이지,2,N,자동차배상,암진단,수술비|자동차배상|해외여행|노후연금
C00239,48,남성,생산직,맞벌이자녀2,800-1200만원,광주,자가운전,골드에이지,2,N,입원비,노후연금,뇌혈관|자녀상해
C00240,44,남성,생산직,맞벌이자녀2,800-1200만원,대전,자가운전,골드에이지,2,Y,자차손해,수술비,해외여행|수술비|자차손해|재산보장
C00241,67,남성,공무원,편부모가정,1200만원 이상,광주,자가운전,자영업중장년,2,Y,수술비,재산보장,입원비|노후연금|자녀상해|치과
C00242,34,남성,은퇴자,편부모가정,500-800만원,대구,자가운전,자영업중장년,1,N,자녀상해,뇌혈관,입원비|수술비
C00243,37,여성,주부,외벌이자녀2,500-800만원,대구,자가운전,안정형시니어,2,N,뇌혈관,심혈관,어린이성장|수술비|치과|심혈관
C00244,71,남성,전문직,신혼부부,500-800만원,대전,자가운전,골드에이지,0,N,입원비,치과,자동차배상|노후연금|어린이성장|해외여행
C00245,26,여성,학생,외벌이자녀2,300-500만원,울산,비운전,사회초년생,2,Y,수술비,심혈관,노후연금|자동차배상
C00246,60,여성,IT개발자,맞벌이자녀2,1200만원 이상,울산,자가운전,맞벌이자녀가구,2,Y,어린이성장,자차손해,사망보장|자차손해|어린이성장|치과
C00247,70,남성,자영업,맞벌이자녀2,500-800만원,울산,자가운전,자영업중장년,2,Y,재산보장,어린이성장,사망보장|자차손해|입원비
C00248,41,여성,의료진,맞벌이자녀2,800-1200만원,경기 남부,비운전,1인가구청년,2,N,수술비,재산보장,입원비|사망보장|심혈관|자차손해
C00249,67,여성,은퇴자,신혼부부,500-800만원,경기 남부,비운전,자영업중장년,0,Y,자녀상해,입원비,해외여행|심혈관|입원비
C00250,60,여성,전문직,맞벌이자녀1,300-500만원,부산,비운전,사회초년생,1,Y,재산보장,어린이성장,자차손해|노후연금|심혈관
C00251,51,여성,교사,외벌이자녀2,1200만원 이상,제주,자가운전,1인가구청년,2,Y,뇌혈관,어린이성장,자동차배상|어린이성장|뇌혈관
C00252,52,여성,공무원,3세대가구,300만원 이하,경기 남부,자가운전,안정형시니어,2,N,치과,자녀상해,어린이성장|수술비|해외여행
C00253,64,여성,전문직,신혼부부,1200만원 이상,울산,자가운전,자영업중장년,0,N,어린이성장,치과,심혈관|자녀상해|재산보장
C00254,28,남성,교사,맞벌이자녀1,1200만원 이상,인천,자가운전,1인가구청년,1,N,어린이성장,해외여행,자동차배상|수술비|치과
C00255,46,남성,주부,맞벌이자녀1,300-500만원,서울 강북,자가운전,골드에이지,1,N,뇌혈관,자차손해,심혈관|입원비|어린이성장
C00256,71,여성,생산직,맞벌이자녀2,300만원 이하,서울 강북,비운전,맞벌이자녀가구,2,N,자차손해,자녀상해,자동차배상|암진단
C00257,66,남성,주부,3세대가구,1200만원 이상,서울 강북,자가운전,자영업중장년,1,Y,어린이성장,자동차배상,암진단|사망보장|노후연금|자동차배상
C00258,54,남성,전문직,3세대가구,300-500만원,부산,비운전,자영업중장년,3,Y,수술비,심혈관,해외여행|뇌혈관|사망보장|노후연금
C00259,72,여성,IT개발자,맞벌이자녀2,300만원 이하,인천,비운전,맞벌이자녀가구,2,Y,어린이성장,해외여행,사망보장|노후연금
C00260,63,남성,주부,3세대가구,500-800만원,강원,자가운전,맞벌이자녀가구,1,N,입원비,노후연금,자녀상해|노후연금|암진단
C00261,55,남성,프리랜서,외벌이자녀2,500-800만원,대전,비운전,사회초년생,2,Y,재산보장,뇌혈관,암진단|노후연금|자동차배상|입원비
C00262,45,남성,IT개발자,1인가구,1200만원 이상,대전,비운전,1인가구청년,0,Y,입원비,해외여행,노후연금|암진단
C00263,32,남성,은퇴자,맞벌이자녀1,300-500만원,경기 북부,비운전,자영업중장년,1,N,입원비,사망보장,어린이성장|입원비
C00264,52,남성,자영업,3세대가구,500-800만원,강원,자가운전,골드에이지,2,Y,사망보장,심혈관,암진단|자녀상해
C00265,22,여성,학생,맞벌이자녀1,300만원 이하,울산,자가운전,1인가구청년,1,Y,자동차배상,사망보장,사망보장|치과|해외여행
C00266,63,남성,공무원,3세대가구,500-800만원,인천,비운전,맞벌이자녀가구,1,Y,수술비,어린이성장,자녀상해|수술비|치과|자차손해
C00267,57,남성,주부,1인가구,1200만원 이상,서울 강북,자가운전,1인가구청년,0,Y,해외여행,사망보장,사망보장|입원비|자녀상해|암진단
C00268,40,여성,생산직,맞벌이자녀1,300만원 이하,제주,비운전,자영업중장년,1,N,재산보장,노후연금,치과|입원비
C00269,66,여성,전문직,맞벌이자녀1,300만원 이하,대전,자가운전,맞벌이자녀가구,1,N,해외여행,자차손해,사망보장|어린이성장
C00270,52,남성,교사,편부모가정,300-500만원,부산,자가운전,안정형시니어,1,Y,뇌혈관,해외여행,입원비|자동차배상|사망보장
C00271,37,여성,교사,1인가구,300만원 이하,대구,자가운전,안정형시니어,0,N,사망보장,어린이성장,치과|입원비
C00272,47,여성,의료진,3세대가구,300-500만원,대전,비운전,자영업중장년,2,N,입원비,치과,뇌혈관|심혈관|자동차배상
C00273,61,여성,은퇴자,외벌이자녀2,800-1200만원,울산,자가운전,골드에이지,2,N,수술비,자녀상해,어린이성장|자차손해|치과
C00274,39,여성,주부,신혼부부,300만원 이하,제주,비운전,1인가구청년,0,Y,재산보장,심혈관,치과|자동차배상|어린이성장
C00275,29,남성,교사,신혼부부,300-500만원,제주,자가운전,1인가구청년,0,Y,사망보장,자차손해,자녀상해|노후연금
C00276,32,여성,주부,편부모가정,800-1200만원,인천,자가운전,맞벌이자녀가구,1,Y,사망보장,어린이성장,치과|입원비|암진단|수술비
C00277,62,여성,의료진,신혼부부,300만원 이하,인천,자가운전,맞벌이자녀가구,0,Y,자녀상해,사망보장,뇌혈관|해외여행|치과
C00278,36,남성,생산직,편부모가정,500-800만원,대구,자가운전,사회초년생,1,Y,입원비,해외여행,자녀상해|자차손해|뇌혈관
