policy_id,coverage_code,coverage_name,coverage_group,insured_amount,deductible_flag,rider_flag
P000109,P000109-CV1,배상책임,여행자보장,30000000,Y,N
P000109,P000109-CV2,휴대품손해,여행자보장,100000000,N,N
P000109,P000109-CV3,항공기납치,여행자보장,100000000,N,Y
P000109,P000109-RD1,암진단가산,특약보강,10000000,N,Y
P000109,P000109-RD2,해외의료확장,특약보강,5000000,N,Y
P000110,P000110-CV1,상급병실차액,실손의료,200000000,Y,N
P000110,P000110-CV2,비급여의료비,실손의료,200000000,N,N
P000110,P000110-CV3,급여의료비,실손의료,200000000,N,Y
P000110,P000110-RD1,암진단가산,특약보강,20000000,N,Y
P000110,P000110-RD2,치과보강특약,특약보강,20000000,N,Y
P000111,P000111-CV1,재해사망,사망보장,30000000,Y,N
P000111,P000111-CV2,암진단자금,사망보장,100000000,Y,N
P000111,P000111-CV3,뇌출혈진단,사망보장,50000000,Y,N
P000112,P000112-CV1,휴대품손해,여행자보장,200000000,Y,N
P000112,P000112-CV2,여행지연,여행자보장,50000000,N,N
P000112,P000112-CV3,항공기납치,여행자보장,50000000,Y,Y
P000113,P000113-CV1,암진단자금,사망보장,10000000,N,N
P000113,P000113-CV2,재해사망,사망보장,200000000,N,N
P000113,P000113-CV3,고도후유장해,사망보장,10000000,N,Y
P000113,P000113-RD1,암진단가산,특약보강,10000000,N,Y
P000114,P000114-CV1,휴대품손해,여행자보장,100000000,Y,N
P000114,P000114-CV2,해외의료비,여행자보장,500000000,N,N
P000114,P000114-CV3,여행지연,여행자보장,10000000,Y,N
P000114,P000114-RD1,입원일당확장,특약보강,5000000,N,Y
P000115,P000115-CV1,무보험차상해,자차손해,200000000,N,N
P000115,P000115-CV2,대물배상,자동차배상,500000000,N,N
P000115,P000115-CV3,자기신체사고,자차손해,500000000,N,Y
P000116,P000116-CV1,조기해지환급금,노후연금,500000000,Y,N
P000116,P000116-CV2,의료간병자금,노후연금,30000000,N,N
P000116,P000116-CV3,노후소득보장,노후연금,10000000,N,N
P000117,P000117-CV1,입원의료비,실손의료,100000000,N,N
P000117,P000117-CV2,통원의료비,실손의료,200000000,N,N
P000117,P000117-CV3,급여의료비,실손의료,100000000,Y,Y
P000117,P000117-RD1,해외의료확장,특약보강,20000000,N,Y
P000117,P000117-RD2,암진단가산,특약보강,10000000,N,Y
P000118,P000118-CV1,비급여의료비,실손의료,50000000,Y,N
P000118,P000118-CV2,상급병실차액,실손의료,200000000,Y,N
P000118,P000118-CV3,입원의료비,실손의료,200000000,N,N
P000119,P000119-CV1,대물배상,화재재산,50000000,N,N
P000119,P000119-CV2,도난손해,화재재산,50000000,N,N
P000119,P000119-CV3,가재도구,화재재산,30000000,N,N
P000120,P000120-CV1,재해사망,사망보장,30000000,N,N
P000120,P000120-CV2,뇌출혈진단,사망보장,200000000,N,N
P000120,P000120-CV3,일반사망,사망보장,500000000,Y,N
P000120,P000120-RD1,치과보강특약,특약보강,10000000,N,Y
P000121,P000121-CV1,대물배상,자동차배상,500000000,Y,N
P000121,P000121-CV2,대인배상,자동차배상,10000000,Y,N
P000121,P000121-CV3,무보험차상해,자차손해,100000000,N,N
P000122,P000122-CV1,재해사망,사망보장,10000000,N,N
P000122,P000122-CV2,고도후유장해,사망보장,10000000,Y,N
P000122,P000122-CV3,뇌출혈진단,사망보장,50000000,Y,N
P000122,P000122-RD1,운전자벌금,특약보강,5000000,N,Y
P000123,P000123-CV1,배상책임,여행자보장,500000000,Y,N
P000123,P000123-CV2,해외의료비,여행자보장,50000000,N,N
P000123,P000123-CV3,항공기납치,여행자보장,50000000,N,N
P000123,P000123-RD1,운전자벌금,특약보강,20000000,N,Y
P000123,P000123-RD2,운전자벌금,특약보강,5000000,N,Y
P000124,P000124-CV1,배상책임,자녀상해질병,200000000,N,N
P000124,P000124-CV2,통원치료비,자녀상해질병,50000000,N,N
P000124,P000124-CV3,입원일당,자녀상해질병,10000000,N,Y
P000125,P000125-CV1,배상책임,여행자보장,100000000,N,N
P000125,P000125-CV2,휴대품손해,여행자보장,100000000,N,N
P000125,P000125-CV3,항공기납치,여행자보장,100000000,Y,N
P000125,P000125-RD1,암진단가산,특약보강,10000000,N,Y
P000126,P000126-CV1,노후소득보장,노후연금,500000000,N,N
P000126,P000126-CV2,조기해지환급금,노후연금,10000000,N,N
P000126,P000126-CV3,연금개시,노후연금,200000000,N,Y
P000126,P000126-RD1,해외의료확장,특약보강,20000000,N,Y
P000126,P000126-RD2,치과보강특약,특약보강,20000000,N,Y
P000127,P000127-CV1,건물화재,화재재산,500000000,Y,N
P000127,P000127-CV2,임시거주비,화재재산,30000000,N,N
P000127,P000127-CV3,대물배상,화재재산,100000000,Y,N
P000128,P000128-CV1,해외의료비,여행자보장,10000000,N,N
P000128,P000128-CV2,여행지연,여행자보장,500000000,N,N
P000128,P000128-CV3,항공기납치,여행자보장,10000000,N,Y
P000129,P000129-CV1,무보험차상해,자차손해,10000000,N,N
P000129,P000129-CV2,대물배상,자동차배상,100000000,Y,N
P000129,P000129-CV3,자기신체사고,자차손해,50000000,Y,Y
P000130,P000130-CV1,입원의료비,실손의료,200000000,Y,N
P000130,P000130-CV2,상급병실차액,실손의료,50000000,N,N
P000130,P000130-CV3,비급여의료비,실손의료,30000000,Y,Y
P000131,P000131-CV1,재해사망,사망보장,30000000,N,N
P000131,P000131-CV2,고도후유장해,사망보장,500000000,Y,N
P000131,P000131-CV3,뇌출혈진단,사망보장,500000000,N,Y
P000131,P000131-RD1,해외의료확장,특약보강,5000000,N,Y
P000131,P000131-RD2,치과보강특약,특약보강,10000000,N,Y
P000132,P000132-CV1,최저보증이율,노후연금,30000000,N,N
P000132,P000132-CV2,노후소득보장,노후연금,500000000,Y,N
P000132,P000132-CV3,연금개시,노후연금,500000000,N,Y
P000133,P000133-CV1,비급여의료비,실손의료,200000000,Y,N
P000133,P000133-CV2,입원의료비,실손의료,50000000,N,N
P000133,P000133-CV3,통원의료비,실손의료,500000000,Y,N
P000133,P000133-RD1,해외의료확장,특약보강,10000000,N,Y
P000134,P000134-CV1,휴대품손해,여행자보장,200000000,N,N
P000134,P000134-CV2,배상책임,여행자보장,10000000,N,N
P000134,P000134-CV3,여행지연,여행자보장,10000000,N,N
P000134,P000134-RD1,암진단가산,특약보강,5000000,N,Y
P000134,P000134-RD2,치과보강특약,특약보강,5000000,N,Y
P000135,P000135-CV1,임시거주비,화재재산,50000000,Y,N
P000135,P000135-CV2,건물화재,화재재산,50000000,N,N
P000135,P000135-CV3,가재도구,화재재산,50000000,Y,N
P000135,P000135-RD1,입원일당확장,특약보강,5000000,N,Y
P000135,P000135-RD2,암진단가산,특약보강,20000000,N,Y
P000136,P000136-CV1,대인배상,자동차배상,100000000,N,N
P000136,P000136-CV2,무보험차상해,자차손해,50000000,Y,N
P000136,P000136-CV3,대물배상,자동차배상,50000000,N,N
P000136,P000136-RD1,치과보강특약,특약보강,10000000,N,Y
P000136,P000136-RD2,해외의료확장,특약보강,10000000,N,Y
P000137,P000137-CV1,통원의료비,실손의료,200000000,N,N
P000137,P000137-CV2,입원의료비,실손의료,30000000,Y,N
P000137,P000137-CV3,상급병실차액,실손의료,30000000,N,N
P000137,P000137-RD1,암진단가산,특약보강,5000000,N,Y
P000138,P000138-CV1,재해사망,사망보장,100000000,Y,N
P000138,P000138-CV2,암진단자금,사망보장,500000000,Y,N
P000138,P000138-CV3,뇌출혈진단,사망보장,100000000,Y,Y
P000139,P000139-CV1,휴대품손해,여행자보장,10000000,N,N
P000139,P000139-CV2,배상책임,여행자보장,30000000,N,N
P000139,P000139-CV3,여행지연,여행자보장,10000000,N,Y
P000140,P000140-CV1,뇌출혈진단,사망보장,10000000,Y,N
P000140,P000140-CV2,고도후유장해,사망보장,10000000,N,N
P000140,P000140-CV3,암진단자금,사망보장,50000000,N,Y
P000140,P000140-RD1,암진단가산,특약보강,20000000,N,Y
P000141,P000141-CV1,건물화재,화재재산,500000000,N,N
P000141,P000141-CV2,도난손해,화재재산,30000000,N,N
P000141,P000141-CV3,임시거주비,화재재산,200000000,Y,Y
P000142,P000142-CV1,비급여의료비,실손의료,100000000,N,N
P000142,P000142-CV2,상급병실차액,실손의료,30000000,N,N
P000142,P000142-CV3,통원의료비,실손의료,500000000,N,N
P000142,P000142-RD1,해외의료확장,특약보강,5000000,N,Y
P000143,P000143-CV1,입원일당,자녀상해질병,10000000,Y,N
P000143,P000143-CV2,배상책임,자녀상해질병,100000000,N,N
P000143,P000143-CV3,어린이암진단비,자녀상해질병,500000000,N,Y
P000143,P000143-RD1,입원일당확장,특약보강,10000000,N,Y
P000143,P000143-RD2,해외의료확장,특약보강,20000000,N,Y
P000144,P000144-CV1,의료간병자금,노후연금,100000000,N,N
P000144,P000144-CV2,연금개시,노후연금,100000000,Y,N
P000144,P000144-CV3,노후소득보장,노후연금,100000000,N,N
P000144,P000144-RD1,암진단가산,특약보강,5000000,N,Y
P000145,P000145-CV1,의료간병자금,노후연금,100000000,Y,N
P000145,P000145-CV2,노후소득보장,노후연금,200000000,Y,N
P000145,P000145-CV3,조기해지환급금,노후연금,100000000,N,Y
P000145,P000145-RD1,암진단가산,특약보강,10000000,N,Y
P000145,P000145-RD2,운전자벌금,특약보강,20000000,N,Y
P000146,P000146-CV1,통원의료비,실손의료,30000000,Y,N
P000146,P000146-CV2,입원의료비,실손의료,200000000,N,N
P000146,P000146-CV3,상급병실차액,실손의료,200000000,Y,N
P000146,P000146-RD1,입원일당확장,특약보강,5000000,N,Y
P000147,P000147-CV1,어린이암진단비,자녀상해질병,100000000,Y,N
P000147,P000147-CV2,배상책임,자녀상해질병,50000000,Y,N
P000147,P000147-CV3,골절진단비,자녀상해질병,200000000,N,N
P000147,P000147-RD1,암진단가산,특약보강,20000000,N,Y
P000147,P000147-RD2,입원일당확장,특약보강,10000000,N,Y
P000148,P000148-CV1,통원의료비,실손의료,10000000,N,N
P000148,P000148-CV2,입원의료비,실손의료,10000000,Y,N
P000148,P000148-CV3,상급병실차액,실손의료,200000000,N,N
P000148,P000148-RD1,해외의료확장,특약보강,5000000,N,Y
P000149,P000149-CV1,연금개시,노후연금,50000000,Y,N
P000149,P000149-CV2,조기해지환급금,노후연금,100000000,N,N
P000149,P000149-CV3,의료간병자금,노후연금,200000000,N,N
P000150,P000150-CV1,자기차량손해,자차손해,10000000,Y,N
P000150,P000150-CV2,대물배상,자동차배상,50000000,Y,N
P000150,P000150-CV3,대인배상,자동차배상,100000000,N,Y
P000150,P000150-RD1,입원일당확장,특약보강,20000000,N,Y
P000151,P000151-CV1,임시거주비,화재재산,50000000,N,N
P000151,P000151-CV2,건물화재,화재재산,200000000,N,N
P000151,P000151-CV3,가재도구,화재재산,100000000,N,N
P000151,P000151-RD1,암진단가산,특약보강,20000000,N,Y
P000152,P000152-CV1,항공기납치,여행자보장,100000000,N,N
P000152,P000152-CV2,배상책임,여행자보장,50000000,N,N
P000152,P000152-CV3,해외의료비,여행자보장,10000000,N,N
P000153,P000153-CV1,대물배상,자동차배상,100000000,Y,N
P000153,P000153-CV2,자기신체사고,자차손해,100000000,Y,N
P000153,P000153-CV3,자기차량손해,자차손해,30000000,N,N
P000153,P000153-RD1,암진단가산,특약보강,10000000,N,Y
P000154,P000154-CV1,뇌출혈진단,사망보장,100000000,N,N
P000154,P000154-CV2,고도후유장해,사망보장,200000000,N,N
P000154,P000154-CV3,암진단자금,사망보장,200000000,Y,Y
P000154,P000154-RD1,해외의료확장,특약보강,5000000,N,Y
P000155,P000155-CV1,통원의료비,실손의료,10000000,Y,N
P000155,P000155-CV2,급여의료비,실손의료,500000000,N,N
P000155,P000155-CV3,입원의료비,실손의료,30000000,N,N
P000155,P000155-RD1,치과보강특약,특약보강,5000000,N,Y
P000156,P000156-CV1,가재도구,화재재산,100000000,Y,N
P000156,P000156-CV2,도난손해,화재재산,100000000,Y,N
P000156,P000156-CV3,건물화재,화재재산,100000000,Y,Y
P000156,P000156-RD1,해외의료확장,특약보강,5000000,N,Y
P000157,P000157-CV1,배상책임,여행자보장,50000000,Y,N
P000157,P000157-CV2,휴대품손해,여행자보장,200000000,N,N
P000157,P000157-CV3,항공기납치,여행자보장,30000000,Y,N
P000158,P000158-CV1,비급여의료비,실손의료,50000000,Y,N
P000158,P000158-CV2,상급병실차액,실손의료,30000000,N,N
P000158,P000158-CV3,입원의료비,실손의료,100000000,Y,Y
P000158,P000158-RD1,운전자벌금,특약보강,5000000,N,Y
P000158,P000158-RD2,입원일당확장,특약보강,10000000,N,Y
P000159,P000159-CV1,암진단자금,사망보장,50000000,Y,N
P000159,P000159-CV2,일반사망,사망보장,200000000,Y,N
P000159,P000159-CV3,재해사망,사망보장,30000000,N,N
P000159,P000159-RD1,운전자벌금,특약보강,10000000,N,Y
P000160,P000160-CV1,여행지연,여행자보장,50000000,Y,N
P000160,P000160-CV2,항공기납치,여행자보장,10000000,N,N
P000160,P000160-CV3,해외의료비,여행자보장,200000000,N,Y
P000160,P000160-RD1,입원일당확장,특약보강,20000000,N,Y
P000161,P000161-CV1,휴대품손해,여행자보장,30000000,N,N
P000161,P000161-CV2,배상책임,여행자보장,10000000,Y,N
P000161,P000161-CV3,해외의료비,여행자보장,30000000,N,N
P000162,P000162-CV1,연금개시,노후연금,200000000,N,N
P000162,P000162-CV2,최저보증이율,노후연금,10000000,Y,N
P000162,P000162-CV3,노후소득보장,노후연금,50000000,N,N
P000162,P000162-RD1,암진단가산,특약보강,5000000,N,Y
P000162,P000162-RD2,암진단가산,특약보강,20000000,N,Y
P000163,P000163-CV1,임시거주비,화재재산,200000000,Y,N
P000163,P000163-CV2,가재도구,화재재산,30000000,N,N
P000163,P000163-CV3,건물화재,화재재산,10000000,N,N
P000163,P000163-RD1,암진단가산,특약보강,5000000,N,Y
P000163,P000163-RD2,치과보강특약,특약보강,10000000,N,Y
P000164,P000164-CV1,자기차량손해,자차손해,10000000,N,N
P000164,P000164-CV2,대물배상,자동차배상,500000000,Y,N
P000164,P000164-CV3,무보험차상해,자차손해,30000000,Y,N
P000164,P000164-RD1,입원일당확장,특약보강,10000000,N,Y
P000165,P000165-CV1,암진단자금,사망보장,100000000,Y,N
P000165,P000165-CV2,뇌출혈진단,사망보장,30000000,Y,N
P000165,P000165-CV3,재해사망,사망보장,10000000,N,Y
P000166,P000166-CV1,대인배상,자동차배상,30000000,N,N
P000166,P000166-CV2,무보험차상해,자차손해,100000000,N,N
P000166,P000166-CV3,대물배상,자동차배상,500000000,N,Y
P000166,P000166-RD1,암진단가산,특약보강,10000000,N,Y
P000166,P000166-RD2,해외의료확장,특약보강,20000000,N,Y
P000167,P000167-CV1,임시거주비,화재재산,30000000,N,N
P000167,P000167-CV2,대물배상,화재재산,200000000,N,N
P000167,P000167-CV3,건물화재,화재재산,10000000,N,Y
P000167,P000167-RD1,운전자벌금,특약보강,10000000,N,Y
P000168,P000168-CV1,휴대품손해,여행자보장,30000000,N,N
P000168,P000168-CV2,여행지연,여행자보장,50000000,N,N
P000168,P000168-CV3,항공기납치,여행자보장,50000000,N,N
P000169,P000169-CV1,암진단자금,사망보장,30000000,N,N
P000169,P000169-CV2,뇌출혈진단,사망보장,50000000,Y,N
P000169,P000169-CV3,재해사망,사망보장,200000000,N,N
P000169,P000169-RD1,치과보강특약,특약보강,10000000,N,Y
P000170,P000170-CV1,의료간병자금,노후연금,200000000,N,N
P000170,P000170-CV2,연금개시,노후연금,500000000,Y,N
P000170,P000170-CV3,노후소득보장,노후연금,10000000,N,Y
P000170,P000170-RD1,해외의료확장,특약보강,5000000,N,Y
P000171,P000171-CV1,휴대품손해,여행자보장,200000000,Y,N
P000171,P000171-CV2,배상책임,여행자보장,50000000,N,N
P000171,P000171-CV3,해외의료비,여행자보장,30000000,N,N
P000171,P000171-RD1,운전자벌금,특약보강,20000000,N,Y
P000171,P000171-RD2,해외의료확장,특약보강,10000000,N,Y
P000172,P000172-CV1,배상책임,자녀상해질병,50000000,N,N
P000172,P000172-CV2,골절진단비,자녀상해질병,10000000,N,N
P000172,P000172-CV3,통원치료비,자녀상해질병,10000000,Y,N
P000173,P000173-CV1,자기신체사고,자차손해,50000000,Y,N
P000173,P000173-CV2,자기차량손해,자차손해,10000000,N,N
P000173,P000173-CV3,무보험차상해,자차손해,50000000,N,Y
P000174,P000174-CV1,비급여의료비,실손의료,100000000,Y,N
P000174,P000174-CV2,상급병실차액,실손의료,200000000,N,N
P000174,P000174-CV3,통원의료비,실손의료,500000000,N,N
P000174,P000174-RD1,치과보강특약,특약보강,10000000,N,Y
P000174,P000174-RD2,입원일당확장,특약보강,20000000,N,Y
P000175,P000175-CV1,노후소득보장,노후연금,50000000,N,N
P000175,P000175-CV2,의료간병자금,노후연금,50000000,Y,N
P000175,P000175-CV3,조기해지환급금,노후연금,10000000,N,Y
P000176,P000176-CV1,입원의료비,실손의료,100000000,Y,N
P000176,P000176-CV2,급여의료비,실손의료,500000000,Y,N
P000176,P000176-CV3,통원의료비,실손의료,500000000,N,N
P000176,P000176-RD1,입원일당확장,특약보강,10000000,N,Y
